Date,S&P 500 Close,HAS Close,Rf
17-11-15,2050.439941,74.28468,0.00135
18-11-15,2083.580078,75.089528,0.00123
19-11-15,2081.23999,75.119336,0.00088
20-11-15,2089.169922,75.010035,0.00093
23-11-15,2086.590088,74.711947,0.00105
24-11-15,2089.139893,75.198829,0.00153
25-11-15,2088.870117,75.973869,0.00175
27-11-15,2090.110107,74.890803,0.0016
30-11-15,2080.409912,72.625292,0.0017
01-12-15,2102.629883,72.665039,0.00203
02-12-15,2079.51001,72.048986,0.002
03-12-15,2049.620117,69.962339,0.00198
04-12-15,2091.689941,68.273143,0.00205
07-12-15,2077.070068,68.412252,0.00235
08-12-15,2063.590088,69.376086,0.00268
09-12-15,2047.619995,67.975055,0.00245
10-12-15,2052.22998,67.786261,0.0023
11-12-15,2012.369995,67.935308,0.00213
14-12-15,2021.939941,68.750095,0.00198
15-12-15,2043.410034,68.750095,0.0025
16-12-15,2073.070068,68.769964,0.00235
17-12-15,2041.890015,65.967894,0.00213
18-12-15,2005.550049,65.411457,0.00175
21-12-15,2021.150024,64.894759,0.00153
22-12-15,2038.969971,66.345475,0.00193
23-12-15,2064.290039,66.832365,0.0019
24-12-15,2060.98999,67.190077,0.00183
28-12-15,2056.5,67.219885,0.0019
29-12-15,2078.360107,67.994925,0.00215
30-12-15,2063.360107,67.070837,0.00195
31-12-15,2043.939941,66.931728,0.00148
04-01-16,2012.660034,66.53427,0.00155
05-01-16,2016.709961,67.746514,0.00205
06-01-16,1990.26001,69.445641,0.00205
07-01-16,1943.089966,68.68054,0.0019
08-01-16,1922.030029,67.607405,0.0019
11-01-16,1923.670044,69.564881,0.00175
12-01-16,1938.680054,70.379667,0.0021
13-01-16,1890.280029,68.04461,0.00215
14-01-16,1921.839966,69.753668,0.0024
15-01-16,1880.329956,71.611781,0.00223
19-01-16,1881.329956,70.002078,0.0023
20-01-16,1859.329956,69.286662,0.00253
21-01-16,1868.98999,71.492541,0.00273
22-01-16,1906.900024,72.446444,0.00288
25-01-16,1877.079956,70.45916,0.00275
26-01-16,1903.630005,71.87013,0.003
27-01-16,1882.949951,70.707571,0.003
28-01-16,1893.359985,71.89,0.00318
29-01-16,1940.23999,74.279999,0.003
01-02-16,1939.380005,73.769997,0.00295
02-02-16,1903.030029,74.339996,0.0033
