hsgpa,psu,entercollege,privatehs,hidad,himom,over475
64,352,0,0,0,0,0
50,439.5,0,0,0,0,0
53,512,0,0,0,1,1
55,433.5,0,0,0,0,0
63,455,1,0,0,0,0
59,480,0,0,0,0,1
48,396,0,0,1,0,0
53,480,0,0,0,0,1
62,623.5,1,0,1,1,1
57,555,1,0,1,0,1
58,538.5,0,0,0,0,1
50,409.5,0,0,0,0,0
53,500,1,0,0,0,1
61,579.5,1,0,0,0,1
50,590.5,1,0,0,0,1
53,465,1,0,0,0,0
54,378,0,0,0,0,0
57,378,0,0,0,0,0
54,485,0,0,0,0,1
54,322,0,0,0,0,0
0,390,0,0,0,0,0
52,436,0,0,0,0,0
54,531.5,1,0,1,1,1
64,368.5,0,0,0,0,0
56,368.5,0,0,0,0,0
58,406.5,0,0,0,0,0
58,515,0,0,0,1,1
50,408.5,0,0,0,0,0
50,432,0,0,0,0,0
55,532,0,0,0,0,1
65,425.5,0,0,0,0,0
55,454,1,0,0,0,0
55,461.5,1,0,0,0,0
61,456.5,1,0,1,0,0
0,397,0,0,0,0,0
59,459.5,0,0,0,0,0
55,504,1,0,0,0,1
62,520,1,0,0,0,1
60,414,0,0,0,0,0
53,379.5,0,0,0,0,0
54,466,1,0,0,0,0
62,540,0,0,0,0,1
58,353,0,0,0,0,0
52,435.5,0,0,0,0,0
50,379.5,0,0,0,0,0
53,368.5,0,0,0,0,0
56,469.5,0,0,0,0,0
58,409.5,0,0,0,0,0
64,496.5,0,0,0,0,1
49,437,0,0,0,0,0
63,442.5,0,0,0,0,0
52,429,0,0,0,0,0
60,494.5,1,0,0,0,1
57,492,1,0,0,0,1
54,570.5,1,0,1,0,1
53,396,0,0,0,0,0
0,461.5,0,0,0,0,0
60,359.5,0,0,0,1,0
61,559.5,1,0,0,0,1
51,460.5,0,0,0,0,0
57,424.5,0,0,0,0,0
65,619,1,0,0,0,1
53,359.5,0,0,0,0,0
52,495,0,0,0,0,1
58,547,1,0,0,0,1
53,439,0,0,0,0,0
55,370.5,0,0,0,0,0
52,426,0,0,0,0,0
66,592.5,1,0,0,0,1
63,487,0,0,0,0,1
61,538.5,1,0,0,0,1
53,321.5,0,0,0,0,0
47,410,0,0,0,0,0
58,446,0,0,0,0,0
0,335,0,0,0,0,0
53,409.5,0,0,1,0,0
52,353,1,0,0,0,0
58,665,1,0,1,0,1
56,398.5,0,0,0,0,0
59,511.5,0,0,0,0,1
48,373,0,0,0,0,0
56,346,0,0,0,0,0
65,457.5,0,0,0,0,0
50,375.5,0,0,0,0,0
49,407,0,0,0,0,0
63,460,0,0,0,0,0
0,442,0,0,0,0,0
57,301.5,0,0,0,0,0
53,365.5,0,0,0,0,0
46,414,0,0,0,0,0
57,442.5,0,0,0,1,0
57,401.5,0,0,0,0,0
57,440,0,0,0,0,0
55,399,0,1,0,0,0
63,529,1,0,0,0,1
62,392,0,0,0,0,0
56,423,0,0,0,1,0
55,484.5,0,0,0,0,1
64,505.5,0,0,0,0,1
64,503.5,1,0,0,0,1
69,548,0,0,0,0,1
64,347.5,0,0,0,0,0
51,379,0,0,0,0,0
54,466,0,0,0,0,0
63,424.5,0,0,0,0,0
53,433,0,0,0,0,0
61,552.5,0,0,0,0,1
59,367,0,0,0,0,0
62,408.5,0,0,0,0,0
62,447,0,0,0,0,0
62,475,1,0,0,0,1
50,414,0,0,0,0,0
45,443,0,0,0,0,0
61,376,0,0,0,0,0
59,409.5,0,0,0,0,0
62,487,0,0,0,0,1
58,357.5,0,0,0,0,0
50,399.5,0,0,0,0,0
0,443,0,0,0,0,0
55,473.5,0,0,0,0,0
51,428.5,0,0,0,0,0
60,536,0,0,0,0,1
56,459,0,0,0,0,0
53,402,0,0,0,0,0
60,520,1,0,0,0,1
50,522,0,0,0,0,1
50,455,0,0,0,1,0
51,341.5,0,0,0,0,0
63,576,1,0,0,0,1
61,570,1,0,0,0,1
60,504.5,0,0,0,0,1
57,308,0,0,0,0,0
54,371.5,0,0,0,0,0
57,467.5,0,0,0,0,0
58,431.5,0,0,0,0,0
57,380.5,0,0,0,0,0
51,323,0,0,0,0,0
57,329.5,0,0,0,0,0
50,381.5,0,0,0,0,0
57,391,0,0,0,0,0
55,464,0,0,0,0,0
56,396.5,0,0,0,0,0
64,541.5,1,0,0,0,1
54,565,0,1,1,0,1
58,471.5,1,0,0,0,0
51,433.5,0,0,0,0,0
49,384.5,0,0,0,0,0
0,377,0,0,0,0,0
52,349.5,0,0,0,0,0
54,333,0,0,0,0,0
52,372,0,0,0,0,0
46,304,0,0,0,0,0
69,690,1,0,0,0,1
67,484,1,0,0,0,1
48,322,0,0,0,0,0
60,519.5,1,0,0,0,1
65,391.5,0,0,0,0,0
53,398.5,0,0,0,0,0
54,470.5,1,0,0,0,0
57,412.5,0,0,0,0,0
56,553,0,0,0,1,1
53,304,0,0,0,0,0
0,408,0,0,0,1,0
65,458,0,0,0,0,0
63,491,1,0,0,0,1
50,379.5,0,0,0,0,0
49,426,0,0,0,0,0
56,446,0,0,0,0,0
60,465.5,1,0,0,0,0
54,458,0,0,0,0,0
59,360.5,1,0,0,0,0
61,324,0,0,0,0,0
53,306,0,0,0,0,0
63,615,1,0,0,0,1
62,461.5,1,0,0,1,0
68,622.5,1,0,1,0,1
54,452.5,1,0,0,0,0
57,609.5,1,0,0,0,1
57,511.5,0,0,0,0,1
61,488.5,0,0,0,0,1
66,480,1,0,0,0,1
54,478.5,0,0,0,0,1
56,557,0,0,0,0,1
58,417,0,0,0,0,0
0,319.5,0,0,0,0,0
61,442.5,1,0,0,0,0
60,369,1,0,0,0,0
55,438,0,0,1,0,0
57,536.5,1,0,0,0,1
54,390.5,0,0,0,0,0
57,407,0,0,0,0,0
58,390.5,0,0,0,0,0
51,425,0,0,0,0,0
59,338,0,0,0,0,0
59,376,0,0,0,0,0
61,526,1,0,0,1,1
55,434.5,0,0,1,0,0
65,567.5,1,0,0,0,1
59,439.5,0,0,0,0,0
60,425,0,0,0,0,0
55,529.5,0,0,1,0,1
66,521.5,0,0,0,0,1
56,519.5,0,0,0,0,1
60,491,1,0,0,0,1
0,422.5,0,0,0,0,0
65,417.5,0,0,0,0,0
49,540,1,0,0,0,1
50,417.5,0,0,0,0,0
0,517,1,1,0,0,1
50,348.5,0,0,0,1,0
59,461.5,0,0,0,1,0
54,502,0,0,0,0,1
63,546,0,0,0,0,1
66,609,1,0,0,0,1
62,558,0,0,0,0,1
62,565.5,0,0,0,0,1
56,498.5,0,0,0,0,1
56,467.5,0,0,1,1,0
54,574.5,0,0,0,0,1
65,416.5,0,0,0,0,0
53,416.5,0,0,0,0,0
57,503.5,0,0,0,0,1
59,406.5,0,0,0,0,0
0,464.5,0,0,0,0,0
55,302.5,0,0,0,0,0
0,388.5,0,0,0,0,0
58,395.5,0,0,0,0,0
0,375.5,1,0,0,0,0
56,364,0,0,0,0,0
54,390.5,0,0,0,0,0
0,418,0,0,0,0,0
59,490.5,1,0,0,0,1
48,368,0,0,0,0,0
67,435.5,0,0,0,0,0
56,478.5,0,0,0,0,1
59,346.5,0,0,0,0,0
48,379.5,0,0,0,0,0
50,476,0,0,0,0,1
60,385,0,0,0,0,0
57,339.5,0,0,0,0,0
59,323,0,0,0,0,0
55,376,0,0,0,0,0
53,372,0,0,0,0,0
46,417.5,0,0,0,0,0
57,304.5,0,0,0,0,0
0,533.5,1,0,0,0,1
0,326,1,0,0,0,0
62,494,1,0,0,0,1
47,480.5,0,0,0,0,1
55,429,0,0,0,0,0
51,401.5,0,0,0,0,0
0,435,0,0,0,0,0
49,399.5,0,0,0,0,0
0,379.5,0,0,0,0,0
51,387,0,0,0,0,0
53,423,0,0,0,0,0
61,525,1,0,1,0,1
49,409.5,0,0,0,0,0
62,516.5,0,0,0,1,1
56,529,1,0,0,0,1
62,626,1,1,1,1,1
56,407,1,0,0,0,0
58,520,0,0,0,0,1
55,562.5,0,0,0,0,1
55,467,0,0,0,0,0
67,512,0,0,0,0,1
57,485,0,0,0,0,1
63,501.5,0,0,0,0,1
51,493.5,0,0,0,0,1
59,424,0,0,0,0,0
55,414.5,0,0,0,0,0
51,394,0,0,0,0,0
54,366.5,0,0,0,0,0
68,513.5,1,0,0,0,1
70,489,0,0,0,0,1
46,325,0,0,0,0,0
53,437.5,0,1,0,0,0
56,469.5,1,0,1,0,0
57,379,0,0,0,0,0
52,321.5,0,0,0,0,0
58,531.5,0,0,0,0,1
54,464.5,0,0,0,0,0
51,442.5,0,0,0,0,0
0,484.5,1,0,1,1,1
0,392,0,0,0,0,0
52,405,0,0,0,0,0
55,436,0,0,0,0,0
51,358.5,0,0,0,0,0
0,432.5,0,0,0,0,0
49,365.5,0,0,0,0,0
53,364,0,0,0,0,0
49,320.5,0,0,0,0,0
53,455,0,0,0,0,0
68,688.5,1,0,1,0,1
51,306,0,0,0,0,0
55,433,0,0,0,0,0
57,326,0,0,0,1,0
56,438.5,1,0,0,1,0
61,618,1,0,1,1,1
59,588.5,1,0,1,1,1
56,453.5,0,0,0,0,0
59,386.5,0,0,0,0,0
60,414.5,0,0,0,0,0
62,552.5,1,0,0,0,1
52,492.5,0,0,0,0,1
55,339,0,0,0,0,0
56,462.5,0,0,0,0,0
49,419,1,0,0,1,0
50,341,0,0,0,0,0
63,426,0,0,0,0,0
57,537,0,0,1,0,1
55,488,0,0,1,1,1
61,615,1,0,0,0,1
53,492.5,0,0,1,0,1
60,374,0,0,0,0,0
57,521.5,1,0,0,0,1
56,591,1,0,1,1,1
52,484,0,0,0,0,1
53,358,1,0,0,0,0
60,608.5,1,0,1,1,1
52,470.5,0,1,0,0,0
55,476,1,0,0,0,1
54,448,0,0,0,0,0
56,437.5,0,0,0,0,0
51,454.5,0,0,0,0,0
61,352.5,0,0,0,0,0
0,311,0,0,0,0,0
55,371.5,0,0,0,0,0
55,308,0,0,0,0,0
65,438,0,0,1,0,0
55,621.5,1,0,0,0,1
63,434,0,0,0,0,0
53,451.5,0,0,0,0,0
58,417.5,0,0,1,0,0
56,568,1,0,0,0,1
54,521.5,0,0,0,0,1
51,325.5,0,0,0,0,0
61,372,0,0,0,0,0
54,608.5,1,0,0,0,1
52,406.5,0,0,0,0,0
53,431.5,0,1,0,0,0
52,496.5,1,0,0,0,1
0,396,0,0,0,0,0
53,379,0,0,0,0,0
51,398.5,1,0,0,0,0
58,445.5,0,0,0,1,0
54,529.5,1,0,0,1,1
48,530.5,0,0,1,0,1
43,463.5,0,0,0,0,0
60,394,0,0,0,0,0
51,519.5,1,0,0,0,1
52,486.5,1,0,0,0,1
52,519,0,0,0,0,1
54,492.5,0,0,0,0,1
63,320.5,0,0,0,0,0
52,327.5,0,0,0,0,0
65,516.5,1,0,0,1,1
62,452.5,0,0,0,0,0
54,380.5,0,0,0,0,0
53,392,0,0,0,0,0
0,375,0,0,0,0,0
61,390.5,0,0,0,0,0
52,562.5,1,0,1,0,1
65,472,0,0,0,0,0
62,452.5,0,0,0,0,0
55,549,1,0,0,0,1
54,369.5,0,0,0,0,0
64,497.5,1,0,0,0,1
63,584.5,1,0,0,0,1
63,446,0,0,0,0,0
50,317.5,0,0,0,0,0
60,570.5,1,0,0,0,1
61,458,0,0,0,0,0
56,386.5,0,0,0,0,0
50,330.5,0,0,0,0,0
65,469,1,0,0,0,0
57,572.5,0,0,0,0,1
49,379.5,0,0,0,0,0
61,354.5,0,0,0,0,0
50,434.5,0,0,0,0,0
51,414,0,0,0,0,0
59,386.5,0,0,0,0,0
62,386.5,0,0,0,0,0
54,602.5,1,0,1,1,1
57,500,1,0,0,1,1
57,536.5,0,0,0,0,1
61,500,1,0,0,0,1
64,616.5,1,0,0,0,1
62,511,1,0,0,0,1
50,507.5,1,0,0,0,1
55,416.5,0,0,0,0,0
63,499,1,0,0,0,1
57,443.5,1,0,0,1,0
54,417.5,0,0,0,0,0
49,479,1,0,1,1,1
51,459,0,0,0,0,0
58,512,1,0,0,0,1
54,648,1,0,0,1,1
58,509.5,0,0,1,0,1
57,520,1,0,0,0,1
54,464.5,1,0,0,0,0
57,677.5,1,0,1,0,1
54,375,0,0,0,0,0
59,406.5,0,0,0,0,0
63,551.5,0,0,0,0,1
56,389,0,0,0,0,0
62,509.5,1,0,0,0,1
55,541.5,0,0,0,1,1
47,363,0,0,1,0,0
60,640.5,1,1,0,0,1
55,394.5,0,0,0,0,0
59,554.5,1,0,0,0,1
56,436.5,0,0,0,0,0
62,410,0,0,0,0,0
56,371.5,0,0,0,0,0
58,485,1,0,0,0,1
46,458,0,0,0,0,0
59,375,0,0,0,0,0
54,396,0,0,0,0,0
48,390.5,0,0,0,0,0
48,360,0,0,0,0,0
62,446.5,0,0,0,0,0
57,531,0,0,0,0,1
57,417.5,0,0,0,0,0
51,302.5,0,0,0,0,0
48,375,0,0,0,0,0
55,428.5,0,0,0,0,0
62,607.5,1,0,1,1,1
60,386.5,0,0,0,0,0
62,413.5,0,0,0,0,0
61,376,0,0,0,0,0
54,382,0,0,0,0,0
0,417.5,0,0,0,0,0
52,464.5,0,0,0,1,0
56,302.5,0,0,0,0,0
53,524,1,0,0,0,1
58,571.5,0,0,0,1,1
52,516,1,0,0,0,1
68,560.5,1,0,0,0,1
63,636,1,0,0,0,1
61,534,1,0,0,0,1
54,360.5,0,0,0,0,0
57,574,1,0,1,0,1
58,506.5,1,0,0,0,1
62,598,1,0,0,0,1
62,452.5,0,0,0,0,0
55,406,0,0,0,0,0
53,405.5,0,0,0,0,0
64,401.5,0,0,0,0,0
62,399,0,0,0,0,0
54,359.5,0,0,0,0,0
55,547.5,0,0,0,0,1
53,410,0,0,0,0,0
60,410,0,0,0,0,0
57,392,0,0,0,0,0
58,525.5,0,0,0,0,1
45,423.5,1,0,0,0,0
54,346,0,0,0,0,0
51,345,0,0,0,0,0
52,348,0,0,0,0,0
50,391.5,0,0,0,0,0
66,594,1,0,0,0,1
0,431.5,0,0,0,0,0
55,419.5,0,0,0,0,0
51,409.5,0,0,0,0,0
61,569,1,0,0,0,1
0,417,0,0,0,0,0
0,415,0,0,0,0,0
56,416,0,0,0,0,0
59,514,0,0,0,0,1
55,320,0,0,0,0,0
57,514,0,0,1,0,1
58,352.5,0,0,0,0,0
54,390.5,0,0,0,0,0
44,413.5,0,0,0,0,0
59,421.5,0,0,0,0,0
62,425.5,0,0,0,0,0
50,406.5,0,0,0,0,0
61,417,0,0,0,0,0
60,592.5,1,0,0,0,1
61,418,0,0,0,0,0
0,379.5,0,1,0,0,0
67,431,0,0,0,0,0
52,324,0,0,0,0,0
62,387,0,0,0,0,0
60,479,0,0,0,0,1
50,439.5,0,0,0,0,0
47,332,0,0,0,0,0
62,441,0,0,0,0,0
65,522,1,0,0,0,1
52,462.5,0,0,0,0,0
66,439.5,0,0,0,1,0
51,409.5,0,0,0,0,0
55,319,0,0,0,0,0
50,508.5,0,0,0,1,1
51,366.5,1,0,0,0,0
0,474,0,1,0,0,0
55,434.5,0,0,0,0,0
52,370.5,0,0,0,0,0
57,320.5,0,0,0,0,0
57,360.5,0,0,0,0,0
55,569.5,1,0,0,0,1
56,355,0,0,0,0,0
50,322,0,0,0,0,0
52,493,1,0,0,0,1
57,515.5,0,0,0,0,1
54,368.5,1,0,0,0,0
48,409.5,0,0,0,0,0
60,317,0,0,0,0,0
63,448,0,0,0,0,0
48,462.5,0,0,0,0,0
59,371,0,0,0,0,0
50,381.5,0,0,1,0,0
40,313,0,0,0,0,0
59,467.5,0,0,0,0,0
53,426,0,0,0,0,0
55,317,0,0,0,0,0
52,348,0,0,1,0,0
54,378,0,0,0,0,0
53,575,1,0,1,0,1
68,559.5,1,0,0,0,1
66,483,0,0,0,0,1
48,322,0,0,0,0,0
51,409.5,0,0,0,0,0
51,424,0,0,0,0,0
49,382,0,0,0,0,0
55,389.5,0,0,0,0,0
58,442.5,0,0,0,0,0
56,414,0,0,0,0,0
59,488.5,1,0,0,0,1
58,390.5,0,0,0,0,0
52,348,0,0,0,0,0
49,455,0,0,0,0,0
0,460.5,0,0,0,0,0
58,402,0,0,0,0,0
0,420,0,0,0,0,0
52,412.5,0,0,0,0,0
64,492.5,1,0,0,0,1
43,365.5,0,0,0,0,0
0,444,0,0,0,0,0
58,325.5,0,0,0,0,0
0,375,0,0,0,0,0
59,547,1,0,0,0,1
61,499.5,0,0,0,0,1
65,487,0,0,0,0,1
51,347.5,0,0,0,0,0
0,405,1,0,0,0,0
53,360,0,0,0,0,0
57,510,0,0,0,0,1
47,444,0,0,0,0,0
0,386.5,0,0,0,0,0
54,404,0,0,0,0,0
56,357,0,0,0,0,0
53,488.5,1,0,0,0,1
55,404,0,0,0,0,0
64,458,0,0,0,0,0
61,318.5,0,0,0,0,0
53,398.5,0,0,0,0,0
46,403,0,0,0,0,0
49,325.5,0,0,0,0,0
57,408.5,0,0,0,0,0
61,445,0,0,0,0,0
0,375,0,0,0,0,0
59,349,0,0,0,0,0
63,360.5,0,0,0,0,0
54,475,0,0,0,0,1
57,469.5,0,0,0,0,0
50,371.5,0,0,0,0,0
60,324.5,0,0,0,0,0
60,368.5,0,0,0,0,0
68,486,0,0,0,0,1
62,482,1,0,0,0,1
56,433,0,0,0,0,0
51,384.5,0,0,0,0,0
57,368.5,0,0,0,0,0
56,427,0,0,0,0,0
65,441,0,0,0,0,0
47,336.5,0,0,0,0,0
58,315.5,0,0,0,0,0
67,512,0,0,0,0,1
49,328.5,0,0,0,0,0
54,393,1,0,0,0,0
62,636.5,1,0,1,1,1
64,557.5,1,0,0,0,1
63,463.5,0,0,0,0,0
55,399.5,1,0,0,0,0
55,367,0,0,0,0,0
54,428,0,0,0,0,0
50,320.5,0,0,0,0,0
50,398.5,0,0,0,0,0
0,357,0,0,0,0,0
56,469,1,0,0,0,0
60,429,1,0,0,0,0
58,559.5,1,0,0,0,1
0,450,1,0,0,0,0
54,457.5,0,0,0,0,0
55,565,1,0,0,0,1
0,410,0,0,0,0,0
44,417.5,0,0,0,0,0
44,405.5,0,0,0,0,0
66,452,1,0,0,0,0
59,341,1,0,0,0,0
58,342,1,0,0,0,0
50,342.5,0,0,0,0,0
50,496,0,0,0,0,1
0,449.5,1,0,0,0,0
54,682.5,1,0,1,0,1
0,360.5,0,0,0,0,0
51,420.5,0,0,0,0,0
57,481,0,0,0,0,1
51,403.5,0,0,0,0,0
53,365.5,0,0,0,0,0
50,447.5,0,0,1,0,0
0,488,1,1,0,0,1
0,451.5,1,0,0,1,0
60,556.5,1,1,0,0,1
60,510,1,0,0,0,1
61,481.5,1,1,0,1,1
45,405,1,0,0,0,0
58,313,0,0,0,0,0
59,429.5,0,0,0,0,0
55,309,0,0,0,0,0
56,514,0,0,1,1,1
66,636.5,1,0,0,0,1
54,314,0,0,0,0,0
56,491,0,0,0,0,1
52,463.5,0,0,0,0,0
53,473.5,0,0,0,1,0
52,394,0,0,0,0,0
58,408.5,0,0,0,0,0
55,349.5,0,0,0,0,0
58,415.5,0,0,0,0,0
53,419,0,0,0,0,0
57,472.5,0,0,0,0,0
52,440,1,0,1,0,0
61,420,0,0,0,0,0
49,419.5,0,0,0,0,0
52,375.5,0,0,0,0,0
48,467.5,0,0,0,0,0
56,434.5,0,0,0,0,0
55,338,0,0,0,0,0
60,569.5,1,0,0,0,1
66,510.5,0,0,0,0,1
52,363.5,0,0,0,0,0
53,462,1,0,0,0,0
0,434.5,0,0,0,0,0
62,483.5,0,0,0,0,1
0,323,0,0,0,0,0
54,351,0,0,0,0,0
69,526.5,1,0,0,0,1
52,375,0,0,0,0,0
0,327.5,0,0,0,0,0
60,428,0,1,0,0,0
61,355.5,0,0,0,0,0
59,386.5,0,0,0,0,0
55,386.5,0,0,0,0,0
48,475.5,0,0,0,0,1
66,370.5,0,0,0,0,0
58,451.5,0,0,0,0,0
58,450.5,0,0,0,0,0
59,500,0,0,0,0,1
51,303.5,1,0,0,0,0
62,523,1,0,0,0,1
65,526.5,0,0,0,0,1
66,661,1,0,0,0,1
62,508,0,0,0,0,1
61,479,0,0,0,0,1
61,439,1,0,0,0,0
57,463.5,0,0,0,0,0
58,496.5,0,0,0,0,1
56,438.5,0,0,0,0,0
50,492.5,0,0,0,0,1
64,514.5,1,0,0,0,1
56,405,0,0,0,0,0
63,374,0,0,0,0,0
54,381,0,0,0,0,0
53,590.5,1,0,0,0,1
55,441,0,0,0,0,0
44,407,0,0,0,0,0
59,540,0,0,0,0,1
51,455.5,1,0,0,0,0
56,443.5,0,0,0,0,0
59,511.5,1,0,1,1,1
52,405,0,0,0,0,0
59,491,1,0,0,0,1
52,532.5,1,0,0,0,1
0,390,0,0,0,0,0
0,344.5,0,0,0,0,0
66,592.5,1,0,0,0,1
61,580,1,0,0,0,1
49,366,0,0,0,0,0
66,543,0,0,0,0,1
65,406.5,0,0,0,0,0
50,399,0,0,0,0,0
64,406.5,0,0,0,0,0
64,445,0,0,0,0,0
51,330,0,0,0,0,0
51,392.5,0,0,0,0,0
62,430.5,0,0,0,0,0
61,423.5,0,0,0,0,0
58,482,0,0,0,0,1
60,408,0,0,0,0,0
54,403.5,0,0,0,0,0
0,509.5,0,0,0,0,1
57,505,1,1,1,1,1
0,379.5,0,0,0,0,0
49,328,0,0,0,0,0
50,508.5,0,1,1,1,1
67,501,0,0,0,0,1
59,337.5,0,0,0,0,0
64,409.5,0,0,0,0,0
60,430.5,0,0,0,0,0
56,434.5,0,0,0,0,0
56,375,0,0,0,0,0
66,435.5,0,0,0,0,0
60,435,0,0,0,0,0
48,455.5,0,0,0,0,0
0,499,1,0,0,1,1
0,448,0,0,0,0,0
55,414.5,0,0,0,0,0
58,478.5,0,0,0,0,1
0,409.5,0,0,0,0,0
61,413,0,0,0,0,0
58,383,0,0,0,0,0
59,395.5,0,0,0,0,0
54,435.5,0,0,0,0,0
52,411,0,0,0,0,0
50,347.5,0,0,0,0,0
0,355.5,0,0,0,0,0
51,434.5,0,0,0,0,0
52,403.5,0,0,0,0,0
0,336.5,0,0,0,0,0
57,499,0,0,0,0,1
51,333,0,0,0,0,0
59,327.5,0,0,0,0,0
58,351,0,0,0,0,0
64,500,0,0,0,0,1
47,456,0,0,0,0,0
54,415.5,0,0,0,1,0
52,415,0,0,0,0,0
57,330,0,0,0,0,0
51,494,0,0,0,0,1
57,425,1,0,0,0,0
50,323,0,0,0,0,0
57,541,1,0,0,0,1
64,533.5,1,0,0,0,1
50,393.5,0,0,0,0,0
53,388.5,0,0,0,0,0
55,464,0,0,0,0,0
50,320.5,0,0,1,1,0
62,359.5,0,0,0,0,0
49,394.5,0,0,0,0,0
57,417,0,0,0,0,0
52,393,0,0,0,0,0
0,519,0,0,1,1,1
65,628,1,0,0,0,1
56,371.5,0,0,0,0,0
61,488,0,0,0,0,1
51,478.5,1,0,0,0,1
0,393,0,0,0,0,0
51,381,0,0,0,0,0
55,317,0,0,0,0,0
50,381,0,0,0,0,0
0,379.5,0,0,0,0,0
54,536.5,0,0,0,0,1
57,456,0,0,0,0,0
55,504,0,0,0,0,1
66,349.5,0,0,0,0,0
48,408,1,1,0,0,0
57,357,1,0,0,0,0
62,456,1,0,1,0,0
52,430,0,0,0,0,0
60,387.5,0,0,0,0,0
53,443,0,0,0,0,0
48,360,0,0,0,0,0
58,356.5,0,0,0,0,0
56,403,0,0,0,0,0
63,435.5,0,0,0,0,0
51,373,0,0,0,0,0
52,435.5,0,0,0,0,0
52,455,0,0,0,0,0
52,405,0,0,0,0,0
52,438,0,0,1,0,0
0,455,0,1,1,1,0
54,464.5,0,0,0,0,0
59,438.5,0,0,0,1,0
64,326.5,0,0,0,0,0
55,527,0,0,0,0,1
55,514,1,0,0,0,1
56,371,0,0,0,0,0
51,402,0,0,0,0,0
49,384.5,0,0,0,0,0
54,427,0,0,0,0,0
50,320.5,0,0,0,0,0
50,529,0,1,0,0,1
57,369.5,0,0,1,0,0
49,435.5,0,0,0,0,0
51,612.5,0,0,0,0,1
51,437.5,1,0,1,1,0
0,398.5,0,0,1,1,0
51,420.5,0,0,0,0,0
55,492.5,0,0,0,0,1
63,403,0,0,0,0,0
59,505.5,1,0,0,0,1
54,446,0,0,0,0,0
66,427,0,0,0,0,0
52,348,0,0,0,0,0
50,386.5,0,0,0,0,0
60,489,0,0,0,0,1
52,458.5,0,0,0,0,0
48,424,0,0,0,0,0
0,413,0,0,0,0,0
0,526,0,0,0,0,1
56,503,0,0,0,0,1
0,413.5,0,0,0,0,0
61,458,0,0,0,0,0
56,542,1,1,0,0,1
58,439.5,0,0,0,0,0
53,303.5,0,0,0,0,0
57,431.5,1,0,1,0,0
49,491,0,0,0,0,1
55,451.5,1,0,0,0,0
52,367,0,0,0,0,0
52,414,0,0,1,1,0
57,406.5,0,0,0,0,0
51,395.5,0,0,0,0,0
56,481,0,0,0,0,1
48,348,1,0,0,0,0
53,457,0,0,0,0,0
51,526.5,0,0,1,0,1
0,399,1,0,0,0,0
46,479,0,0,0,1,1
0,370,0,0,0,0,0
59,383,0,0,0,0,0
0,453.5,0,0,1,0,0
47,473,0,0,1,1,0
59,465,0,0,0,0,0
55,411,0,0,0,0,0
50,328,0,0,0,1,0
49,379,0,0,0,0,0
0,429.5,0,0,0,0,0
0,377,0,0,0,0,0
52,394.5,0,0,0,0,0
58,446,0,0,0,0,0
53,450.5,0,0,0,0,0
54,344,0,0,0,0,0
51,499.5,0,1,1,1,1
51,379.5,0,0,1,0,0
57,526.5,0,0,1,0,1
52,490.5,1,1,1,0,1
61,530.5,1,0,0,0,1
43,416,0,0,0,0,0
52,309,0,0,1,0,0
52,477.5,1,0,1,0,1
52,370.5,0,0,0,1,0
49,417,0,0,0,0,0
55,331.5,0,0,0,0,0
64,343.5,0,0,0,0,0
53,317.5,0,0,0,0,0
53,322,0,0,0,0,0
53,370.5,0,0,0,0,0
51,412.5,0,0,0,0,0
52,359.5,0,0,0,0,0
62,453.5,0,0,0,0,0
51,336.5,0,0,0,0,0
54,479.5,1,0,0,0,1
51,439.5,0,0,0,0,0
51,416.5,0,0,0,0,0
59,467,0,0,0,0,0
60,401.5,0,0,0,0,0
61,519,1,0,0,0,1
48,496.5,0,0,1,0,1
65,554.5,1,0,0,0,1
60,529,0,0,0,0,1
48,413,1,0,0,0,0
0,386.5,0,0,0,0,0
52,306.5,0,0,0,0,0
50,408,0,0,0,0,0
0,446,0,0,0,0,0
52,367.5,1,0,1,1,0
56,549,1,0,1,0,1
55,380.5,0,0,0,0,0
57,447.5,0,0,0,0,0
60,419.5,0,0,0,0,0
49,336,0,0,0,0,0
56,408.5,1,0,0,0,0
65,335.5,0,0,0,0,0
60,373,0,0,0,0,0
53,394,0,0,0,0,0
50,449.5,0,0,0,0,0
61,474.5,0,0,0,0,0
60,501.5,1,0,0,0,1
49,440.5,1,0,0,0,0
47,489,0,0,0,0,1
65,656,1,0,0,0,1
52,353,0,0,0,0,0
59,525.5,0,0,0,0,1
55,531,1,0,1,0,1
0,365,0,1,0,0,0
48,366,0,0,0,0,0
45,366,0,0,0,0,0
57,379.5,0,0,0,1,0
54,368,0,0,0,0,0
59,386,1,0,0,0,0
62,366.5,0,0,0,0,0
60,566.5,1,0,0,0,1
0,320.5,0,0,1,0,0
55,328.5,0,0,0,0,0
51,347,0,0,0,0,0
54,472.5,1,0,0,0,0
61,461,1,0,0,0,0
49,513.5,1,0,0,0,1
56,451.5,0,0,0,0,0
52,412.5,1,0,0,0,0
52,427.5,0,0,0,0,0
49,464.5,0,0,0,0,0
59,332,0,0,0,0,0
56,364,0,0,0,0,0
52,445.5,0,0,0,0,0
49,335,0,0,0,0,0
55,420,0,0,0,0,0
57,485.5,0,0,0,0,1
55,536.5,1,0,0,0,1
57,431,1,1,0,0,0
58,413,0,0,0,0,0
58,479,1,0,0,0,1
62,370.5,0,0,0,0,0
52,414,0,0,0,0,0
59,335.5,0,0,0,0,0
