hsgpa,psu,entercollege,privatehs,hidad,himom,over475
58,576.5,1,0,0,0,1
56,400.5,0,0,0,0,0
61,566.5,0,0,1,1,1
51,441,0,0,0,0,0
49,456,0,0,1,0,0
55,302,0,0,0,0,0
60,612,1,0,0,0,1
57,504,1,0,0,0,1
60,599,1,0,0,0,1
59,524.5,0,0,0,0,1
52,308,0,0,0,0,0
61,479.5,0,0,0,0,1
62,516,0,0,0,0,1
63,587.5,0,0,0,0,1
61,409.5,1,0,0,0,0
54,513.5,1,0,0,0,1
57,513.5,1,0,0,0,1
63,465,1,0,0,0,0
66,506,1,0,0,0,1
48,412.5,0,0,0,0,0
64,616.5,1,0,0,0,1
51,499.5,0,0,0,0,1
64,662,1,0,0,0,1
62,599,1,0,0,0,1
58,458.5,1,0,0,0,0
59,549.5,1,0,1,1,1
59,477.5,1,0,0,0,1
59,412.5,1,0,0,0,0
63,564.5,1,0,1,1,1
62,465.5,0,0,0,0,0
54,364,0,0,0,0,0
49,341,0,0,0,0,0
49,448.5,0,0,0,0,0
62,404,0,0,0,0,0
54,423.5,1,0,0,0,0
53,364,0,0,0,0,0
58,517,1,0,0,0,1
56,498,0,0,0,0,1
60,508,1,0,0,0,1
55,458,1,0,0,0,0
61,396.5,0,0,0,0,0
65,592.5,1,0,0,1,1
58,561,1,0,0,0,1
57,602,1,0,0,0,1
52,375,0,0,0,0,0
53,410,0,0,0,0,0
59,605,0,0,0,0,1
53,460.5,0,0,0,0,0
61,471.5,0,0,0,0,0
54,328.5,0,0,0,0,0
62,393,0,0,0,0,0
60,541.5,0,0,0,0,1
53,475.5,0,0,0,0,1
61,429.5,0,0,0,1,0
63,432,1,0,0,0,0
61,405.5,0,0,1,0,0
55,429.5,0,0,0,0,0
61,344.5,0,0,0,0,0
64,536.5,0,0,0,0,1
52,419.5,0,0,0,0,0
57,521.5,0,0,0,0,1
63,516.5,0,0,0,0,1
62,344.5,0,0,0,0,0
59,458,0,0,0,0,0
59,692.5,0,0,0,0,1
53,379,0,0,0,0,0
68,443,1,0,0,0,0
61,580,0,0,1,1,1
53,429,0,0,0,0,0
53,507,1,0,0,0,1
61,505.5,0,0,0,0,1
58,536,0,0,0,0,1
56,512,0,0,0,0,1
60,589,1,0,0,0,1
55,636,0,0,0,1,1
59,504.5,1,0,0,0,1
58,413.5,0,0,0,0,0
62,555,1,0,0,0,1
59,429,1,0,0,0,0
53,456,0,0,0,0,0
55,519,0,0,0,0,1
55,452,0,0,1,1,0
66,512,0,0,0,0,1
56,481,0,0,0,0,1
53,417.5,0,0,0,0,0
61,632,1,0,1,1,1
51,362,0,0,0,0,0
49,461.5,0,0,0,0,0
52,548.5,1,0,0,1,1
55,379.5,0,0,0,0,0
53,390,0,0,0,1,0
62,487.5,0,0,0,0,1
61,514,1,0,0,0,1
63,681,1,0,0,1,1
61,530,0,0,0,0,1
66,658,1,0,0,0,1
57,529.5,0,0,0,1,1
57,597.5,1,1,1,1,1
51,392.5,0,0,0,0,0
62,593,0,1,0,1,1
58,556,1,0,0,0,1
56,612,1,0,0,0,1
59,328.5,0,0,0,0,0
55,439.5,0,0,0,0,0
58,460.5,1,0,0,1,0
51,414,0,0,0,0,0
61,601,1,0,0,0,1
59,517.5,0,0,0,0,1
58,419.5,0,0,0,0,0
55,414,0,0,0,0,0
59,577,0,0,0,0,1
50,493.5,0,0,0,0,1
65,462,0,0,0,0,0
57,564,1,0,0,0,1
60,322.5,0,0,0,0,0
59,442.5,0,0,0,0,0
62,528,0,0,0,0,1
68,517.5,0,0,0,0,1
60,522.5,0,0,0,1,1
54,457,0,1,0,0,0
65,650,1,0,0,0,1
54,486.5,0,1,0,0,1
55,425.5,0,0,0,0,0
53,435,0,0,1,0,0
58,398.5,0,0,0,0,0
64,561,1,0,0,0,1
59,459,0,0,0,0,0
52,400.5,0,0,0,0,0
61,483,0,0,0,0,1
59,405.5,0,0,0,0,0
56,460.5,0,0,0,0,0
53,351,0,0,0,0,0
67,685,0,0,0,0,1
62,465,1,0,0,0,0
61,539,1,0,1,1,1
52,399,1,0,0,0,0
57,405.5,0,0,0,0,0
55,465,0,0,0,0,0
59,601,1,0,1,1,1
52,444.5,0,0,0,0,0
65,636.5,1,0,0,0,1
65,525,1,0,0,0,1
52,428.5,0,0,0,0,0
58,423,0,0,0,0,0
57,613.5,0,0,0,0,1
50,546,0,0,0,0,1
65,655.5,1,0,1,0,1
63,607.5,1,0,0,0,1
67,601.5,1,0,0,0,1
56,586.5,1,0,0,0,1
60,559.5,1,0,0,0,1
69,696.5,1,0,1,1,1
57,469.5,1,0,0,1,0
64,565.5,0,0,0,0,1
62,559,1,0,0,1,1
63,611,1,0,0,0,1
57,505,1,0,0,0,1
55,365.5,0,0,0,0,0
56,427,0,0,1,0,0
57,409.5,0,0,0,0,0
58,432,0,0,0,0,0
66,487,1,0,0,0,1
56,393.5,0,0,0,0,0
52,517.5,0,0,0,0,1
67,520,1,0,0,0,1
57,400.5,0,0,1,0,0
64,634.5,1,0,0,0,1
56,553,1,0,0,0,1
67,534.5,1,0,0,0,1
63,520.5,1,0,0,0,1
56,584.5,1,0,0,0,1
59,455,0,0,0,0,0
63,520,0,0,0,0,1
57,467.5,0,0,0,0,0
48,416,0,0,0,0,0
54,468.5,0,0,1,0,0
56,475.5,0,0,0,0,1
62,574.5,1,0,1,0,1
62,655.5,1,1,0,1,1
47,348,0,0,0,0,0
61,513.5,1,0,0,0,1
65,606.5,1,0,1,1,1
61,464.5,1,0,0,0,0
54,494.5,1,0,1,0,1
64,651.5,1,0,1,0,1
58,529,1,0,0,1,1
62,538.5,1,0,0,0,1
56,414,0,0,0,0,0
59,442,0,0,0,0,0
54,385,0,0,0,0,0
64,619,1,0,0,0,1
55,543.5,0,0,0,0,1
65,632,1,0,0,0,1
54,436,0,0,0,0,0
56,449,1,0,0,0,0
62,618,1,0,0,0,1
58,507.5,1,0,0,0,1
62,472.5,0,0,0,0,0
58,550.5,0,0,0,0,1
53,412.5,1,0,0,0,0
69,681,0,0,0,0,1
58,534,0,0,1,0,1
63,599,1,0,0,0,1
60,616,0,0,0,0,1
59,589,1,1,1,1,1
61,662.5,1,1,0,1,1
57,510.5,0,0,0,0,1
58,610,1,0,1,1,1
54,435,0,0,0,0,0
62,531.5,0,0,0,0,1
57,567.5,1,0,0,0,1
61,509.5,1,0,0,1,1
60,455,0,0,0,0,0
50,531,0,0,0,0,1
64,593,1,0,1,0,1
57,600,1,0,0,0,1
55,463.5,0,0,0,0,0
64,635,1,1,1,0,1
67,497.5,0,0,0,0,1
52,556,1,1,1,1,1
63,642.5,1,0,1,0,1
53,507,0,1,0,0,1
56,495,0,0,0,0,1
57,571,0,0,0,0,1
0,327,0,0,0,0,0
61,556,1,0,0,0,1
52,433,0,1,0,0,0
66,645,1,0,0,0,1
52,375,0,0,0,0,0
57,592.5,1,1,0,1,1
62,621.5,1,0,0,0,1
62,683,1,0,0,0,1
58,379.5,0,0,0,0,0
60,588,0,0,0,0,1
69,632.5,1,0,0,0,1
56,511.5,1,0,0,0,1
61,574.5,0,0,1,0,1
60,623,1,0,0,0,1
62,625,1,0,1,1,1
59,419,0,0,0,0,0
57,529.5,0,0,0,0,1
58,570.5,1,1,1,0,1
67,588,1,0,0,1,1
61,407,0,0,0,0,0
59,612,1,1,0,0,1
69,584.5,1,0,0,0,1
60,610.5,1,0,0,0,1
53,460.5,1,0,0,0,0
67,589,1,0,0,0,1
57,566,0,0,0,0,1
60,451,0,0,0,0,0
62,571.5,1,0,0,0,1
56,543,0,0,0,0,1
62,651.5,1,0,1,1,1
63,580,1,0,0,0,1
66,610,1,0,0,0,1
58,469.5,0,0,0,0,0
57,531,1,0,0,0,1
59,382,0,0,0,0,0
57,368.5,0,0,0,0,0
60,536,0,0,0,0,1
0,386,0,0,0,0,0
64,622.5,1,1,0,0,1
64,587,1,0,0,0,1
63,562,1,0,0,0,1
55,572.5,0,0,0,1,1
57,405.5,0,0,0,0,0
50,410,0,0,1,0,0
58,577,1,0,0,1,1
55,518.5,0,0,0,0,1
50,340.5,0,0,0,0,0
62,556.5,1,0,0,0,1
62,423.5,0,0,0,0,0
62,669.5,1,0,0,0,1
54,482.5,1,0,0,0,1
64,501.5,0,0,0,0,1
62,355.5,0,0,0,0,0
63,559.5,1,0,0,0,1
59,400,0,0,0,0,0
63,601.5,1,0,0,0,1
55,458,0,0,1,1,0
53,387,0,0,0,0,0
59,399,0,0,0,0,0
55,544,0,0,0,1,1
60,597,1,0,0,0,1
62,577.5,0,0,0,0,1
55,449.5,0,0,0,0,0
55,439,0,0,0,0,0
57,442,0,0,0,0,0
62,454.5,0,0,0,0,0
56,448,0,0,0,0,0
54,335,0,0,0,0,0
63,488,0,0,0,0,1
58,594,1,0,0,0,1
64,533,0,0,0,0,1
54,468,0,0,0,0,0
55,574,0,0,1,0,1
53,508,0,0,0,0,1
59,514.5,0,0,0,0,1
54,439.5,0,1,0,0,0
67,556.5,1,0,0,0,1
51,458,0,0,0,0,0
57,435.5,1,0,0,0,0
66,464.5,0,0,0,0,0
61,613.5,1,0,0,0,1
61,518.5,1,0,0,0,1
54,339.5,0,0,0,0,0
52,557.5,1,1,0,0,1
63,448,0,0,0,0,0
54,456,0,0,0,0,0
58,569.5,0,0,0,0,1
64,645.5,1,0,0,0,1
60,559.5,0,0,0,0,1
65,548,1,0,0,0,1
57,460.5,0,0,0,1,0
64,603,1,0,0,1,1
61,441,0,0,0,0,0
56,500,1,0,0,0,1
60,651.5,1,0,0,1,1
54,512.5,1,0,0,0,1
53,495,0,0,0,0,1
64,539,1,0,0,0,1
61,563.5,1,0,0,0,1
58,492,0,0,0,0,1
55,405,0,0,0,0,0
57,439,0,0,0,1,0
55,473,0,0,0,0,0
53,437,0,0,0,0,0
63,519.5,1,0,0,0,1
54,433.5,0,0,0,0,0
61,514.5,1,0,0,1,1
66,657,1,0,1,0,1
47,380,0,0,0,1,0
53,319,0,0,0,0,0
62,584,1,0,1,0,1
53,550,1,1,0,0,1
58,534,0,0,0,0,1
60,576,1,0,0,0,1
64,579.5,1,0,0,0,1
58,346,0,0,0,0,0
55,565.5,1,0,0,0,1
62,529,0,0,0,0,1
64,661,1,0,1,1,1
52,462.5,0,0,0,1,0
62,512,1,0,0,0,1
48,418.5,0,0,0,0,0
66,615.5,1,0,0,0,1
62,465.5,0,0,0,0,0
59,533.5,0,0,0,0,1
54,449,1,0,0,0,0
57,586,1,1,0,0,1
62,529.5,0,0,0,0,1
57,442.5,0,0,0,0,0
62,573.5,1,0,0,0,1
57,548,0,0,0,0,1
56,561,1,0,0,0,1
62,604,1,0,1,0,1
57,517.5,1,0,0,0,1
61,538,0,0,0,0,1
54,453.5,0,0,0,0,0
0,368.5,0,0,0,0,0
57,541.5,0,0,1,1,1
63,607.5,1,0,0,0,1
61,525,1,0,0,0,1
65,681,1,0,1,0,1
59,605,1,0,1,1,1
55,532,1,0,0,0,1
67,477.5,0,0,0,0,1
54,385,0,0,0,0,0
57,509.5,0,0,0,0,1
59,514.5,1,0,0,0,1
54,538.5,1,0,0,0,1
65,600,1,0,0,0,1
64,447,0,0,0,0,0
55,368.5,0,0,0,0,0
67,661.5,1,0,0,0,1
53,402.5,0,0,0,0,0
53,494,1,0,0,0,1
52,550,1,0,0,1,1
62,539.5,1,0,0,0,1
54,592.5,0,1,1,1,1
56,442.5,1,0,0,0,0
53,552.5,0,0,0,0,1
55,368.5,0,0,0,1,0
51,403.5,0,0,0,0,0
59,399.5,0,0,0,0,0
53,600,0,0,0,0,1
65,680,1,0,0,1,1
61,609,1,0,0,0,1
43,495.5,1,0,0,0,1
48,347.5,0,0,0,0,0
67,660.5,1,0,0,0,1
52,518,0,0,0,0,1
61,375,0,0,0,0,0
56,570.5,1,0,1,1,1
68,587.5,1,0,0,0,1
63,555,1,0,0,0,1
52,576.5,0,0,0,0,1
56,436.5,0,0,0,0,0
67,640.5,1,0,0,0,1
56,473,0,0,0,0,0
56,354.5,0,0,0,0,0
58,403,0,0,0,0,0
51,425.5,0,0,0,0,0
49,515.5,1,0,0,0,1
63,491,1,0,0,0,1
58,522.5,1,0,0,0,1
54,533.5,1,0,0,0,1
58,502.5,0,0,0,0,1
56,393,0,0,0,0,0
52,436.5,0,0,0,0,0
49,510,0,0,0,0,1
53,382,0,0,0,0,0
55,448.5,0,0,0,0,0
58,586.5,1,0,0,1,1
52,444.5,0,0,0,0,0
62,413,0,0,1,1,0
56,390.5,0,0,0,0,0
53,363,0,0,0,0,0
63,589,1,0,0,0,1
62,497.5,0,0,0,0,1
53,498,1,0,0,0,1
53,419.5,0,0,0,0,0
53,383,0,0,0,0,0
54,403,0,0,0,0,0
59,499.5,0,0,0,0,1
56,456,0,0,0,0,0
54,513.5,0,0,0,0,1
60,469,0,0,0,0,0
53,404,0,0,0,0,0
67,650,1,0,0,0,1
52,593,1,0,1,1,1
53,502.5,1,0,0,0,1
60,379.5,1,0,0,0,0
63,531.5,1,0,0,0,1
53,487.5,0,0,0,0,1
55,339.5,0,0,0,0,0
56,416,0,0,0,0,0
53,338.5,0,0,0,0,0
61,418.5,0,0,0,0,0
59,516,0,0,1,0,1
52,471.5,0,0,0,0,0
66,699.5,1,0,0,0,1
61,480,1,0,0,0,1
64,568.5,0,0,1,0,1
65,508.5,1,0,0,0,1
59,488.5,0,0,0,0,1
54,379.5,0,0,0,0,0
55,349,0,0,0,0,0
61,371.5,0,0,0,0,0
59,506,1,0,0,0,1
58,545,1,0,0,0,1
59,634.5,1,0,1,0,1
60,496,1,0,1,1,1
50,371.5,0,0,1,1,0
54,389.5,0,0,0,0,0
55,596,0,0,0,1,1
60,580,1,0,0,0,1
57,511.5,0,0,0,0,1
0,380.5,0,0,0,0,0
58,583.5,1,0,0,0,1
51,398.5,0,0,1,0,0
57,512,0,0,0,0,1
60,496,0,0,0,0,1
53,425,0,0,0,0,0
64,545.5,0,0,1,0,1
58,405,0,0,0,0,0
60,606,0,0,0,0,1
62,545.5,0,0,0,1,1
66,625,1,0,0,0,1
60,619,1,0,0,1,1
55,586,1,0,1,1,1
63,661.5,1,0,0,0,1
55,401,0,0,0,0,0
52,461.5,0,0,0,0,0
59,610,1,0,1,1,1
61,496.5,0,0,0,0,1
65,578.5,1,0,0,0,1
64,578,0,0,0,0,1
50,391.5,0,0,0,0,0
51,462.5,0,0,0,0,0
56,464.5,0,0,0,0,0
54,493.5,0,0,0,0,1
66,533,0,0,0,0,1
61,506,1,0,0,0,1
52,504,0,0,0,1,1
57,541.5,1,0,0,0,1
58,534,0,0,0,0,1
56,553,1,0,0,0,1
57,461.5,0,0,0,1,0
60,469,0,0,0,0,0
64,435.5,0,0,0,0,0
62,533,1,0,0,0,1
61,629,1,0,0,0,1
56,549,0,0,1,0,1
62,543,0,0,0,0,1
53,386.5,0,0,0,0,0
57,478.5,0,0,0,0,1
67,385,0,0,0,0,0
57,425.5,0,0,0,0,0
60,585,1,0,0,1,1
53,469,0,0,0,0,0
69,670.5,1,0,0,0,1
54,455.5,0,0,0,0,0
59,534,0,0,1,1,1
53,455.5,1,0,0,0,0
57,565.5,1,0,0,0,1
56,528.5,1,0,0,0,1
63,565,1,0,1,1,1
61,497.5,0,0,0,0,1
53,464.5,0,0,0,0,0
64,458.5,0,0,0,0,0
60,469.5,0,0,0,0,0
65,662.5,1,0,1,1,1
58,398.5,0,0,0,0,0
60,476,0,0,0,0,1
60,408,0,0,0,0,0
51,320.5,0,0,0,0,0
59,400.5,0,0,0,0,0
61,473,1,0,1,0,0
60,553.5,1,0,0,0,1
63,455,0,0,0,0,0
56,391.5,0,0,0,0,0
61,608.5,1,1,1,1,1
48,501,0,0,0,0,1
59,592,1,0,0,0,1
60,572,0,0,1,1,1
63,624,1,0,0,0,1
57,375,0,0,0,0,0
50,339,0,0,0,0,0
55,436.5,0,0,0,0,0
60,589,1,0,1,1,1
63,541.5,0,0,0,1,1
60,391.5,0,0,0,0,0
60,511,0,0,0,0,1
52,477.5,1,0,0,0,1
59,450,0,0,0,0,0
64,576.5,1,0,0,0,1
51,463.5,0,0,1,0,0
57,395.5,0,0,0,0,0
51,451.5,1,0,0,0,0
49,438,0,0,1,1,0
58,504.5,0,0,0,0,1
51,436,0,0,0,0,0
61,443.5,0,0,0,0,0
60,579.5,1,0,1,0,1
55,512.5,0,0,1,0,1
61,613,0,0,1,0,1
68,695.5,1,0,0,0,1
60,509.5,1,0,1,1,1
62,542.5,1,0,0,1,1
58,496,1,0,0,0,1
49,505,1,0,0,0,1
68,564.5,1,0,0,0,1
52,392,0,0,0,0,0
59,608,1,0,1,1,1
58,491,0,0,0,0,1
51,381.5,0,0,0,0,0
51,374.5,0,0,0,0,0
51,346,0,0,0,0,0
64,340.5,0,0,0,0,0
55,407,0,0,0,0,0
64,537.5,0,0,0,0,1
57,578.5,1,0,0,0,1
53,664.5,1,1,0,1,1
59,454,0,0,0,0,0
63,577.5,1,0,0,0,1
61,618,1,0,0,0,1
58,420.5,0,0,0,0,0
56,304,0,0,0,0,0
64,435,0,0,0,0,0
52,320.5,0,0,0,0,0
51,490,1,0,1,1,1
51,444,1,0,0,0,0
55,447.5,0,0,0,0,0
62,605.5,1,1,0,0,1
54,396,0,0,0,0,0
52,410,0,0,0,0,0
57,504.5,1,0,0,1,1
63,613,1,0,0,0,1
57,480.5,0,0,0,0,1
58,472.5,0,0,0,0,0
55,448.5,0,0,1,0,0
54,383,0,0,0,0,0
59,384.5,0,0,0,0,0
57,459.5,0,0,1,0,0
64,603,0,0,1,0,1
56,452.5,0,0,0,0,0
62,505.5,1,0,0,0,1
56,329.5,0,0,0,0,0
61,459,0,0,0,0,0
58,322.5,0,0,0,0,0
57,503,1,0,1,1,1
52,382.5,0,0,0,0,0
57,414.5,0,0,0,0,0
58,400.5,0,0,0,0,0
62,567,1,0,0,0,1
50,350,0,0,0,0,0
50,436.5,0,0,0,0,0
59,475.5,0,0,0,0,1
59,467,0,0,0,0,0
56,490.5,0,0,0,0,1
51,409.5,0,0,0,0,0
61,485,0,0,0,1,1
54,524.5,1,1,0,1,1
54,524,1,0,0,0,1
59,597.5,1,0,0,0,1
53,475.5,0,0,0,0,1
55,451.5,1,0,0,0,0
57,519,1,0,0,0,1
50,479,0,0,0,0,1
58,550,1,0,0,0,1
61,540,1,0,0,0,1
58,626,1,0,0,0,1
61,508.5,1,0,0,0,1
68,609.5,1,0,0,0,1
51,429,1,0,1,1,0
56,492.5,0,0,0,0,1
53,482.5,0,0,0,0,1
0,454.5,0,0,0,0,0
58,424,1,0,0,0,0
49,508,1,0,0,0,1
53,506.5,0,0,0,0,1
57,462.5,0,0,0,0,0
60,504.5,1,0,0,0,1
53,448.5,0,0,0,0,0
53,510,1,0,0,0,1
58,534,0,0,0,0,1
59,546.5,1,0,0,0,1
56,608,1,0,0,0,1
54,550,1,0,0,0,1
59,503.5,0,0,0,0,1
60,517,0,0,0,0,1
52,379,1,0,0,0,0
55,583.5,1,0,1,1,1
62,436.5,0,0,0,0,0
66,592.5,1,0,0,0,1
62,501.5,1,0,0,0,1
64,630,1,0,0,0,1
51,531,0,0,1,0,1
57,477.5,0,0,0,0,1
61,636,1,0,0,0,1
67,579.5,1,0,0,0,1
53,494,1,0,0,0,1
52,513,0,0,0,0,1
56,541.5,1,0,0,0,1
55,402.5,0,0,0,0,0
51,496.5,0,1,0,0,1
49,300.5,0,0,0,0,0
52,474.5,1,0,0,0,0
51,425,0,0,0,0,0
59,536,1,0,0,1,1
53,399,0,0,0,0,0
53,482.5,0,0,0,0,1
52,416.5,0,0,1,0,0
52,556.5,0,0,1,0,1
53,451,0,0,0,0,0
59,441.5,0,0,0,0,0
51,446.5,0,0,0,0,0
67,590.5,1,0,0,0,1
64,644,1,0,0,0,1
50,375.5,0,0,0,0,0
64,646,1,0,1,0,1
64,527,1,0,0,0,1
50,499.5,1,0,0,0,1
60,494,0,0,0,1,1
62,500.5,0,0,0,0,1
60,628,1,0,0,0,1
56,585.5,1,0,0,1,1
54,398.5,0,0,0,0,0
0,490,1,0,0,0,1
48,451,0,0,0,1,0
66,469.5,1,0,0,0,0
61,662.5,1,0,0,0,1
63,472,0,0,0,0,0
0,442.5,0,0,0,0,0
57,541.5,0,0,0,0,1
50,313.5,0,0,0,1,0
57,386.5,0,0,0,0,0
59,395.5,0,0,0,0,0
56,443,0,0,0,0,0
51,375.5,0,0,0,0,0
55,646,1,0,0,0,1
54,532.5,0,0,0,0,1
56,541.5,0,0,0,0,1
52,481.5,0,0,0,0,1
54,543,1,0,0,0,1
58,552,1,0,0,0,1
64,596,1,0,0,0,1
50,414,0,0,0,0,0
58,414.5,0,0,0,0,0
49,379.5,0,0,0,0,0
55,487.5,0,0,0,0,1
52,417.5,0,0,0,0,0
62,640.5,1,0,0,1,1
57,516.5,0,0,0,0,1
59,638.5,1,0,1,1,1
50,578,1,0,0,0,1
53,477.5,0,0,0,0,1
48,458,0,0,0,0,0
58,511.5,1,0,0,0,1
57,571.5,1,0,0,0,1
48,340,0,0,0,0,0
51,481.5,0,0,1,0,1
51,461.5,0,0,0,0,0
52,417.5,0,0,0,0,0
65,536.5,1,0,0,0,1
58,596.5,0,0,0,0,1
51,475.5,0,0,0,0,1
52,540.5,1,0,1,0,1
57,526.5,1,0,0,1,1
50,391.5,0,0,0,0,0
65,599,1,0,0,0,1
56,528,0,0,1,0,1
53,381,0,0,1,1,0
66,671.5,1,0,0,0,1
60,592.5,1,0,1,1,1
50,384,0,0,0,0,0
51,490.5,1,0,0,0,1
64,541.5,1,0,0,0,1
49,419.5,0,0,0,0,0
0,423,0,0,0,0,0
53,455,0,0,1,1,0
57,495.5,0,0,0,0,1
55,415,0,0,0,0,0
60,482.5,1,0,0,0,1
61,439,0,0,0,0,0
62,590.5,1,0,0,0,1
57,461.5,0,0,0,0,0
53,578,1,0,0,0,1
55,554,0,0,0,1,1
60,500,0,0,0,0,1
54,429,0,0,0,0,0
60,548.5,0,0,0,0,1
56,529,1,0,0,0,1
67,478,1,0,0,0,1
54,475.5,0,0,0,0,1
50,508,0,0,0,0,1
63,478.5,0,0,0,0,1
58,566.5,1,0,0,0,1
59,338,0,0,0,0,0
51,394,1,0,0,0,0
56,579,1,0,0,0,1
64,598.5,1,0,1,0,1
54,512,0,0,0,0,1
58,527.5,1,0,0,0,1
56,422,0,0,0,0,0
54,434,0,0,1,1,0
67,587,1,0,0,0,1
54,467,0,0,0,0,0
51,455,0,0,0,0,0
61,516.5,0,0,0,0,1
55,486,0,0,0,0,1
60,582,1,0,0,0,1
56,469,0,0,0,0,0
60,529.5,1,0,0,1,1
55,532,1,0,0,0,1
51,467,1,0,0,0,0
54,547,0,0,0,0,1
59,640,1,1,1,1,1
56,421.5,0,0,0,0,0
60,567.5,0,0,0,0,1
54,588,0,0,0,0,1
57,514,1,0,0,0,1
53,461,0,0,0,0,0
57,439.5,0,0,0,0,0
53,478.5,0,0,0,0,1
57,487,1,0,0,0,1
58,611.5,1,0,0,0,1
55,481,0,0,0,0,1
51,439,0,0,0,0,0
52,394,0,0,0,0,0
55,454.5,0,0,0,0,0
60,596,1,0,0,1,1
52,517,1,0,0,0,1
64,532.5,1,0,0,0,1
58,662.5,1,0,0,0,1
60,369,0,0,0,0,0
64,508,1,0,0,1,1
55,541,1,0,0,0,1
50,328,0,0,0,0,0
46,437,0,0,0,0,0
51,555,1,0,0,0,1
58,316.5,0,0,1,0,0
62,640.5,1,1,0,1,1
48,400.5,0,0,0,0,0
57,543,0,0,0,0,1
53,487.5,0,0,1,1,1
56,398.5,0,0,0,0,0
61,581,1,0,0,0,1
55,436,0,0,0,0,0
58,605.5,1,0,0,0,1
55,547.5,1,0,0,1,1
52,457,0,0,0,0,0
54,516,0,0,0,0,1
55,539,1,0,0,0,1
55,419.5,0,0,0,0,0
51,366.5,0,0,0,0,0
52,362,0,0,0,0,0
62,559.5,0,0,0,0,1
58,606,1,0,1,1,1
59,481.5,1,0,0,0,1
54,377,0,0,0,0,0
53,491.5,0,0,0,1,1
59,572.5,1,0,0,0,1
56,469,0,0,0,0,0
56,483.5,1,0,0,0,1
51,497,0,0,0,0,1
59,640,1,0,1,0,1
55,346,0,0,0,0,0
54,431.5,0,0,0,0,0
68,625.5,0,0,0,0,1
54,567,1,0,0,0,1
59,576.5,0,0,0,0,1
53,458.5,0,0,0,0,0
55,494.5,1,0,1,0,1
62,585.5,0,0,0,0,1
60,596.5,1,0,1,1,1
57,518.5,0,0,0,0,1
52,436,0,0,0,0,0
53,459,0,0,0,0,0
57,429.5,0,0,1,1,0
47,423.5,0,0,0,0,0
48,404.5,1,0,0,0,0
56,309.5,0,0,0,0,0
58,590.5,1,0,0,0,1
54,517,1,0,0,0,1
53,446,0,0,0,0,0
49,438.5,0,0,0,0,0
55,530.5,0,0,1,0,1
56,436.5,0,0,0,0,0
0,402,0,0,0,0,0
65,644,1,0,0,0,1
62,457.5,1,0,0,0,0
56,500,1,0,1,0,1
50,517.5,0,0,0,0,1
60,497.5,0,0,0,0,1
49,318.5,0,0,0,0,0
52,381,0,0,0,0,0
62,559.5,1,0,0,0,1
65,538.5,1,0,0,0,1
59,534,1,0,0,0,1
51,439,0,0,0,0,0
58,486.5,0,0,0,0,1
56,375,0,0,0,0,0
58,473,0,0,0,0,0
54,371.5,0,0,0,0,0
52,452.5,0,0,1,0,0
56,502.5,1,0,1,1,1
62,612.5,1,0,0,0,1
62,548,0,0,0,0,1
54,433.5,0,0,0,0,0
55,478.5,0,0,0,0,1
53,553,0,0,0,0,1
55,489.5,0,0,0,0,1
52,473.5,0,0,0,0,0
60,593.5,1,0,0,0,1
55,497,0,0,0,1,1
52,342.5,0,0,0,0,0
49,366,1,0,0,0,0
55,354.5,0,0,0,0,0
55,542,0,0,0,0,1
53,362.5,0,0,0,0,0
52,542,1,0,0,1,1
55,360.5,0,0,0,0,0
51,364,0,0,0,0,0
57,504.5,1,0,0,0,1
61,508,0,0,0,0,1
50,437,0,0,1,0,0
0,347,0,0,0,0,0
57,514,1,0,0,0,1
54,492.5,1,0,0,0,1
52,581.5,1,0,1,0,1
55,526.5,0,0,0,0,1
53,420.5,1,0,0,0,0
54,484.5,1,0,1,0,1
54,519.5,1,0,0,0,1
57,551,0,0,0,0,1
54,335,0,0,0,0,0
64,634.5,1,0,0,0,1
58,563.5,1,0,0,0,1
66,588,1,0,0,0,1
55,549.5,1,0,0,0,1
53,417,0,0,0,0,0
0,417.5,0,0,0,0,0
61,558,0,0,0,0,1
53,397,0,0,0,0,0
55,369.5,0,0,0,0,0
57,562.5,1,0,0,0,1
53,463.5,0,0,0,0,0
67,673,1,0,0,0,1
54,480.5,0,0,0,1,1
59,359.5,0,0,0,0,0
62,611.5,1,0,0,0,1
62,541.5,1,0,0,0,1
62,652.5,1,0,0,1,1
51,550,1,0,0,0,1
56,575.5,1,0,0,0,1
63,672,1,0,1,0,1
62,536.5,0,0,0,0,1
55,551,1,0,0,0,1
56,669,0,0,0,0,1
55,519.5,0,0,0,0,1
60,557.5,0,0,0,0,1
58,495,0,0,0,0,1
55,536,0,0,0,0,1
62,472,0,0,0,0,0
49,540.5,0,0,0,0,1
52,440,0,0,0,0,0
56,555.5,1,0,0,0,1
61,581.5,1,0,0,0,1
0,485,0,0,0,0,1
51,375.5,0,0,0,0,0
51,379.5,0,0,0,0,0
57,519,0,0,0,0,1
48,393.5,1,0,0,0,0
51,405.5,0,0,0,0,0
60,555.5,1,0,1,0,1
62,566.5,1,0,0,0,1
60,599.5,1,0,0,0,1
62,595.5,1,0,0,0,1
60,518,0,0,0,0,1
48,325,0,0,0,0,0
64,597.5,1,0,0,0,1
55,445,1,0,0,0,0
54,543,0,0,0,0,1
49,412.5,0,0,0,0,0
51,551,1,0,0,0,1
